"Id","SalePrice"
1461,115258.047300149
1462,154588.822206183
1463,173534.629480023
1464,196878.365415918
1465,195117.263777541
1466,171792.210614907
1467,182124.089164236
1468,163113.889268344
1469,203527.751780789
1470,122158.501519398
1471,181289.646407051
1472,101112.061821074
1473,97926.2453950199
1474,145843.905057464
1475,115704.554710638
1476,360236.17956408
1477,251085.298822614
1478,292536.881071719
1479,292141.810883167
1480,537543.052237485
1481,355544.761363931
1482,211790.942447476
1483,172585.817521629
1484,163649.793023398
1485,184632.229192306
1486,192331.461768432
1487,311098.917690301
1488,238639.814729097
1489,193590.980840475
1490,220623.888002623
1491,187883.534947176
1492,88917.7543027207
1493,190341.094946815
1494,295438.802053917
1495,284868.16019037
1496,228585.76517831
1497,185107.13373766
1498,166101.551675438
1499,164881.115333681
1500,160502.993947772
1501,186184.042648854
1502,158334.069800993
1503,273558.894952124
1504,256421.022938534
1505,235769.637156875
1506,200583.88896563
1507,258748.773533086
1508,199406.802477364
1509,158491.665598728
1510,138807.763244624
1511,144649.542485855
1512,160374.834578507
1513,134744.118549065
1514,139137.966831337
1515,193107.98425314
1516,144777.646644086
1517,177380.877092071
1518,136758.52234134
1519,206503.521969462
1520,123984.191631851
1521,126029.59446425
1522,170439.430357018
1523,111187.741310346
1524,122555.801238025
1525,120665.428990243
1526,110540.383426733
1527,115364.076108043
1528,147390.319241279
1529,152119.502019839
1530,176934.837305179
1531,119207.337764258
1532,98974.1363809295
1533,145290.842556638
1534,126200.689703828
1535,138008.288943892
1536,110309.453567765
1537,63450.3555066131
1538,136945.061715395
1539,184805.202042244
1540,90732.1084682009
1541,133002.16963105
1542,142377.627662835
1543,186169.347585003
1544,87323.6785733374
1545,116550.362420381
1546,142461.123453657
1547,124257.440306362
1548,144168.491686766
1549,130577.028127015
1550,135060.975146793
1551,104296.585453549
1552,138518.281509374
1553,132883.393473831
1554,124928.219982421
1555,167565.150874053
1556,93613.8780450152
1557,97862.1230125049
1558,108697.62920033
1559,62645.6635724235
1560,128648.356324715
1561,120656.702660293
1562,131383.435109001
1563,123196.431039178
1564,163614.758339979
1565,146458.967739591
1566,251304.223927611
1567,79451.9447303783
1568,249757.930313437
1569,127169.899832599
1570,138621.710463504
1571,115530.092468429
1572,136341.069119516
1573,222161.441118069
1574,124689.753080414
1575,227992.416099098
1576,249567.391335743
1577,178016.537419841
1578,146688.257961972
1579,157706.225745789
1580,193184.366366098
1581,155375.291945819
1582,132535.447301094
1583,294812.449427557
1584,223502.761817199
1585,140451.808400651
1586,67282.0154840786
1587,99092.1148342936
1588,155719.735542213
1589,94128.4492791919
1590,139464.170998244
1591,93491.2664162078
1592,117470.861523039
1593,124149.113264308
1594,129966.54184431
1595,106743.01567848
1596,251404.184876052
1597,204011.120794762
1598,226797.125605235
1599,169028.339226782
1600,157851.585498132
1601,69049.4380176285
1602,109570.319759064
1603,63249.3517647555
1604,254572.036437169
1605,237166.578080813
1606,169345.706770635
1607,186067.795923512
1608,222121.277431292
1609,182004.536751431
1610,150239.058238216
1611,139270.026062699
1612,163783.316524506
1613,167996.48371563
1614,112538.334354153
1615,86717.1978844288
1616,77352.7313983227
1617,92514.3117634496
1618,121784.450383066
1619,140750.592241146
1620,173181.998449422
1621,138117.437681593
1622,139518.354835585
1623,254606.089110811
1624,200067.596659479
1625,119461.814680034
1626,166129.913971751
1627,191314.016653583
1628,270230.001593444
1629,172020.129693266
1630,361820.313754722
1631,246213.706997194
1632,250607.750856325
1633,169780.580283765
1634,188994.779247005
1635,176157.194962424
1636,157116.99148344
1637,219372.09926312
1638,174390.982251932
1639,189161.585737221
1640,243818.441205901
1641,176455.479527184
1642,259644.950505637
1643,218792.689638593
1644,242672.156169457
1645,198481.472196451
1646,164739.721472166
1647,157310.147624175
1648,128218.609318271
1649,145659.559476096
1650,118226.709380794
1651,123285.165853102
1652,100976.667745736
1653,104862.856371489
1654,149699.552806378
1655,133644.456902932
1656,139937.643458823
1657,154428.208772432
1658,149021.684388093
1659,128022.130085849
1660,154046.119120653
1661,460147.166148763
1662,416402.778018543
1663,370732.236184284
1664,293654.438893153
1665,304312.444317413
1666,304595.158011435
1667,371841.385841224
1668,335210.577682408
1669,298447.155597733
1670,344909.094404804
1671,269099.580004344
1672,433661.405291327
1673,294466.678165852
1674,247773.885287181
1675,194292.218321748
1676,193742.206415868
1677,217131.169904445
1678,467506.991081962
1679,399544.615341643
1680,324223.051725051
1681,241684.324305284
1682,309981.350649744
1683,196532.625338424
1684,171384.955769539
1685,168434.40545645
1686,169408.453877954
1687,164284.347357364
1688,186082.873723637
1689,190030.030010502
1690,196510.384171106
1691,188240.130820422
1692,251579.457567538
1693,159472.732882439
1694,184010.340229636
1695,163427.834380445
1696,271315.960164214
1697,171812.299500083
1698,356554.623604
1699,321455.432129009
1700,254805.528645766
1701,271228.964022651
1702,242277.720463806
1703,242505.968866462
1704,275392.028294378
1705,226920.229412053
1706,240600.582031749
1707,207285.203200946
1708,204409.909449759
1709,261224.125618519
1710,222768.240476144
1711,265927.286257838
1712,261719.201336625
1713,277208.718928792
1714,222323.166472095
1715,217798.129609455
1716,180828.762376834
1717,183033.222599674
1718,135527.461213927
1719,209370.787352766
1720,232755.873267314
1721,159724.948586002
1722,123644.901275103
1723,155359.625902585
1724,199201.497767948
1725,240857.98680757
1726,177967.194068974
1727,151373.125323146
1728,183692.380291713
1729,163561.936114004
1730,163322.26974263
1731,123736.291051144
1732,129801.684500801
1733,110124.828194616
1734,117567.958481784
1735,130886.354751411
1736,114341.122689121
1737,327345.835320355
1738,243086.842345359
1739,257081.456200224
1740,220648.485320096
1741,190704.46682777
1742,181151.884606363
1743,188082.494555438
1744,437841.311249744
1745,220574.819760704
1746,193154.546307125
1747,216944.508476664
1748,222240.530061498
1749,145040.15199649
1750,122035.133369859
1751,239416.833655416
1752,120672.813994951
1753,149811.174102822
1754,189394.798729147
1755,157176.960201236
1756,130622.499987731
1757,122961.260561118
1758,141566.218498032
1759,150075.148034483
1760,166789.006011396
1761,138596.603934741
1762,175679.451205814
1763,189254.172506655
1764,123052.16884473
1765,180308.229373767
1766,177296.740606627
1767,208206.426178892
1768,142962.198562172
1769,172944.181780505
1770,153534.777079341
1771,119091.927548105
1772,139497.191872105
1773,123010.44012196
1774,160738.732555918
1775,151042.717973905
1776,117998.972671853
1777,102902.356906823
1778,142879.611100382
1779,119122.079163255
1780,177249.242538059
1781,127911.487827428
1782,89641.3472248517
1783,145265.537408863
1784,102288.894521752
1785,119938.042021256
1786,120290.287075975
1787,159010.45596424
1788,63572.1430462951
1789,96679.2402413444
1790,82966.2075272001
1791,198705.520214329
1792,155491.21613024
1793,124106.50243479
1794,156998.724375245
1795,134671.336870569
1796,125923.273363826
1797,112668.286085605
1798,119164.840524921
1799,114940.236588823
1800,123999.790047796
1801,124441.987034081
1802,129503.109101351
1803,150556.404919772
1804,142493.508737434
1805,134860.933077318
1806,136011.54879281
1807,132574.186667624
1808,116619.045145271
1809,118999.057730639
1810,123691.761435006
1811,85799.3457635863
1812,94666.9678806392
1813,160550.864154032
1814,92840.741184736
1815,62335.8491722118
1816,102490.520294681
1817,101890.810341669
1818,147204.294792379
1819,136620.08348786
1820,55452.8566708726
1821,103484.300254196
1822,148557.479677671
1823,41768.3442764479
1824,120757.802928688
1825,136356.424703866
1826,109844.674911937
1827,104380.367537213
1828,134885.031150465
1829,123180.2540114
1830,141766.219349506
1831,134536.508467832
1832,81707.4725465291
1833,132088.462359644
1834,118499.48136686
1835,118608.52325065
1836,122329.139119386
1837,79331.7565210019
1838,132645.02743704
1839,107020.39183239
1840,123824.355343151
1841,136032.20027504
1842,92857.7735986698
1843,128865.481347919
1844,144626.631228097
1845,135730.284359905
1846,148347.095057555
1847,183930.932583682
1848,58018.1270993769
1849,101723.504440562
1850,115670.341131754
1851,147525.69045636
1852,125807.593812795
1853,120666.322646045
1854,162068.742283908
1855,141017.77108302
1856,227708.866929248
1857,137861.399584366
1858,135045.933916869
1859,116548.215455919
1860,136778.490624218
1861,115968.646348697
1862,323336.22702582
1863,303259.67867894
1864,303274.56437719
1865,331416.87850059
1866,313430.237838434
1867,219545.963043763
1868,264933.75375936
1869,204452.96488376
1870,218267.636022493
1871,237194.908320261
1872,167882.304237934
1873,253502.739939337
1874,151998.930625996
1875,195390.753948455
1876,204835.518224363
1877,204337.030152704
1878,188398.180001941
1879,124991.864059773
1880,138995.59011248
1881,247363.702737144
1882,239700.27137855
1883,185099.937018215
1884,203983.750175321
1885,207105.661661607
1886,265840.841999681
1887,204112.400784376
1888,247597.950418259
1889,168744.38807625
1890,116579.307047158
1891,135076.610026117
1892,99170.6392521614
1893,112975.498220416
1894,123363.93331404
1895,127487.946127564
1896,125945.99471547
1897,120656.628224932
1898,112743.513321329
1899,167306.777777485
1900,154307.289450579
1901,179174.687294781
1902,159400.924721017
1903,245409.612506119
1904,141675.60865063
1905,207783.170920282
1906,162778.038968104
1907,228956.43956321
1908,114833.533136504
1909,137472.560798474
1910,122152.337723628
1911,231970.898534225
1912,336427.552759986
1913,133848.780040197
1914,57549.8692728868
