Id,SalePrice
1461,116713.1282
1462,151156.2991
1463,176060.0716
1464,192343.8779
1465,191786.3307
1466,177731.6368
1467,183039.2621
1468,167405.5677
1469,209683.1811
1470,124107.4919
1471,187078.2156
1472,100211.866
1473,97248.15906
1474,147580.387
1475,123635.7527
1476,368340.748
1477,252834.091
1478,295519.5821
1479,289115.9975
1480,524982.8719
1481,347193.2128
1482,209415.1546
1483,171074.3445
1484,158395.0552
1485,181592.8671
1486,197028.1233
1487,328114.5335
1488,248930.8387
1489,202035.4331
1490,218798.1704
1491,186800.2509
1492,90167.99767
1493,188965.1721
1494,293512.4144
1495,289236.8992
1496,232262.3081
1497,191891.3534
1498,160943.3413
1499,164179.2981
1500,158023.1235
1501,178772.0003
1502,154391.4882
1503,278257.8071
1504,257074.8778
1505,237500.6167
1506,204608.5083
1507,264494.0229
1508,195022.4846
1509,154456.4499
1510,134482.5174
1511,141054.3757
1512,160908.8988
1513,142344.4093
1514,145721.6557
1515,196695.29
1516,143047.7594
1517,190432.488
1518,146452.0207
1519,212477.7146
1520,123454.8806
1521,127134.0023
1522,162723.9094
1523,117635.3853
1524,125314.2696
1525,116917.4772
1526,110200.4123
1527,118617.09
1528,152169.9593
1529,137707.0518
1530,177767.7389
1531,111272.4525
1532,97611.7348
1533,140480.6306
1534,131543.9078
1535,138371.2735
1536,105400.311
1537,69468.02217
1538,135258.5794
1539,182422.9522
1540,97372.88956
1541,129453.6102
1542,134625.1595
1543,180688.0227
1544,87619.92234
1545,114915.0614
1546,131408.2526
1547,115026.6075
1548,139920.3188
1549,127026.236
1550,132166.8613
1551,106592.6612
1552,131760.2133
1553,133432.9969
1554,123218.7399
1555,164479.9406
1556,95562.41571
1557,96290.71823
1558,102545.6638
1559,62501.48464
1560,131324.6135
1561,128036.3574
1562,131216.7351
1563,125515.6003
1564,164310.4893
1565,142747.0828
1566,259618.7063
1567,81686.10616
1568,248512.1464
1569,122854.8405
1570,148658.5389
1571,129992.8921
1572,135655.2333
1573,239526.2847
1574,126326.0089
1575,201289.448
1576,238166.195
1577,177114.2898
1578,146861.8858
1579,141112.2501
1580,193094.4459
1581,157921.0099
1582,131889.1918
1583,292003.2317
1584,229654.5408
1585,137481.0491
1586,68118.54863
1587,102140.4247
1588,158052.8933
1589,97710.46708
1590,147363.012
1591,97657.06693
1592,116015.9648
1593,121597.3651
1594,132066.2817
1595,109755.7408
1596,250178.2557
1597,204269.9177
1598,227211.0385
1599,180717.5713
1600,160451.4059
1601,72933.03636
1602,111260.2863
1603,69328.30131
1604,256949.195
1605,238596.4256
1606,166191.9544
1607,200036.5614
1608,217167.1971
1609,187047.4443
1610,152765.5211
1611,137392.1684
1612,166714.6709
1613,173593.7261
1614,113287.0475
1615,85586.30303
1616,78548.20452
1617,90741.27086
1618,123478.3534
1619,141151.6384
1620,161513.9458
1621,139994.473
1622,132432.752
1623,247389.1055
1624,203427.1232
1625,121366.9156
1626,165580.1847
1627,183366.5921
1628,269363.1604
1629,175256.4489
1630,373435.948
1631,238025.2134
1632,246063.7092
1633,167947.512
1634,192987.2048
1635,179234.7558
1636,161340.1859
1637,205953.9724
1638,182442.6415
1639,191997.3081
1640,254659.5397
1641,182315.2405
1642,258735.812
1643,225678.4472
1644,236661.8507
1645,202193.0785
1646,165459.1677
1647,156734.6944
1648,132476.6728
1649,146984.2384
1650,122115.8801
1651,128872.0717
1652,98440.02016
1653,102603.9606
1654,151455.8812
1655,135005.7598
1656,140508.5022
1657,152239.5836
1658,149881.8339
1659,129400.1416
1660,158170.3494
1661,430916.9351
1662,426083.9016
1663,372434.9371
1664,350176.9368
1665,310862.1767
1666,319330.8237
1667,369825.1352
1668,334607.2394
1669,295045.9131
1670,340111.9646
1671,265955.8316
1672,428737.4944
1673,292406.6867
1674,259516.3197
1675,189281.7791
1676,192986.8636
1677,215634.4066
1678,476549.9578
1679,387373.2463
1680,338664.685
1681,248732.7451
1682,300253.2219
1683,199472.4277
1684,170178.3473
1685,171424.6037
1686,169242.955
1687,168326.2227
1688,191761.3256
1689,192779.4809
1690,192628.5977
1691,184435.0197
1692,245884.9712
1693,151066.0356
1694,183021.4073
1695,166865.1582
1696,268541.3212
1697,173861.6955
1698,344596.4582
1699,319261.1007
1700,254018.1398
1701,278676.8171
1702,253212.9998
1703,249401.8117
1704,274969.8727
1705,221864.2689
1706,293625.568
1707,213316.4936
1708,207373.3001
1709,269304.2015
1710,227540.1782
1711,262430.1668
1712,273361.5267
1713,278810.5115
1714,231261.5147
1715,215679.9862
1716,181902.0751
1717,180828.4984
1718,140543.0368
1719,206493.4164
1720,231529.2431
1721,162295.6602
1722,125766.8327
1723,153818.6667
1724,207976.4211
1725,246980.1851
1726,176460.0912
1727,157613.0285
1728,177178.1576
1729,160944.5555
1730,174450.5517
1731,121090.6869
1732,129050.7652
1733,114774.247
1734,116910.1583
1735,132637.9848
1736,112970.5965
1737,331835.4074
1738,238062.5186
1739,275205.7679
1740,226620.4363
1741,193423.6744
1742,178777.3318
1743,185344.744
1744,461185.3364
1745,210710.5746
1746,209995.1139
1747,220976.4415
1748,243794.0894
1749,142199.6962
1750,122975.4242
1751,238545.0514
1752,121051.8507
1753,154181.6159
1754,190465.7926
1755,154336.7948
1756,135361.7729
1757,123173.1592
1758,139042.4123
1759,148269.0554
1760,169538.6378
1761,133830.1165
1762,174030.0317
1763,192610.7549
1764,126122.23
1765,156059.5238
1766,171269.7851
1767,213469.7246
1768,145513.8258
1769,169089.2178
1770,153680.0277
1771,118915.3228
1772,141829.2597
1773,118508.1161
1774,170663.3055
1775,155035.8886
1776,117398.1361
1777,105160.5141
1778,147146.3612
1779,116578.9315
1780,174879.4476
1781,128688.5494
1782,95853.06399
1783,139514.6686
1784,103868.5444
1785,126905.8422
1786,147933.3257
1787,160641.554
1788,65880.63342
1789,101927.4165
1790,81579.15394
1791,206710.9865
1792,157555.7965
1793,126333.7963
1794,161337.4028
1795,136326.8693
1796,135783.9739
1797,115830.4403
1798,125920.5652
1799,116080.8724
1800,124220.829
1801,129719.0712
1802,143261.8451
1803,155048.9382
1804,145965.4778
1805,136501.8831
1806,139991.3474
1807,126676.029
1808,114872.8587
1809,114213.6659
1810,126945.5782
1811,93961.86311
1812,94959.69547
1813,159340.1822
1814,92501.01971
1815,62166.63727
1816,104214.2899
1817,103219.1963
1818,148371.7402
1819,137095.4009
1820,58871.84712
1821,116899.0548
1822,143152.7782
1823,42634.46991
1824,133548.2842
1825,141094.084
1826,106172.6796
1827,109349.5295
1828,138437.164
1829,123176.4987
1830,146509.0027
1831,140269.5492
1832,86206.2961
1833,131903.4831
1834,119706.6293
1835,108396.8623
1836,132292.7172
1837,76547.15865
1838,125040.2305
1839,111865.2069
1840,127223.2474
1841,144971.7582
1842,88143.23971
1843,133397.1037
1844,146415.2279
1845,149873.2878
1846,144169.4714
1847,179962.7228
1848,55723.19457
1849,105590.8856
1850,114846.3409
1851,151256.7087
1852,126400.2526
1853,122567.8726
1854,165398.2668
1855,143208.3396
1856,221772.5636
1857,137967.5261
1858,146916.6221
1859,121070.3336
1860,142543.5509
1861,120353.332
1862,314143.5545
1863,295822.1585
1864,295840.2937
1865,344892.4765
1866,321687.7215
1867,228263.1141
1868,264289.5249
1869,206780.6781
1870,211887.0971
1871,241426.529
1872,169906.7688
1873,258562.2299
1874,156713.3734
1875,202066.3261
1876,204520.3573
1877,204737.3366
1878,191726.8632
1879,126992.9015
1880,140684.2199
1881,246011.3939
1882,247791.002
1883,188464.0935
1884,204954.834
1885,230166.9997
1886,277778.53
1887,205488.1388
1888,248785.452
1889,168327.3052
1890,121232.5026
1891,141196.3143
1892,101184.2142
1893,111444.3767
1894,133274.9949
1895,131652.4048
1896,125577.2029
1897,108266.4821
1898,124421.027
1899,174447.0819
1900,171005.9641
1901,170927.1737
1902,156542.966
1903,240683.6421
1904,149542.9322
1905,200071.3957
1906,158392.0287
1907,218591.8305
1908,121072.3459
1909,141561.4809
1910,127194.0809
1911,238992.5928
1912,346779.5395
1913,143082.9098
1914,60411.21814
1915,306688.678
1916,59348.1507
1917,233257.3602
1918,149499.7686
1919,173426.6281
1920,160155.6924
1921,361602.7752
1922,303411.5008
1923,243845.5409
1924,218918.2204
1925,199790.4477
1926,371279.701
1927,132735.1358
1928,150689.756
1929,126479.8296
1930,129322.6009
1931,150904.8991
1932,135615.3582
1933,240205.2359
1934,178651.9511
1935,167731.2727
1936,183617.2081
1937,181250.8613
1938,171501.9528
1939,248464.9442
1940,191806.986
1941,171599.4067
1942,183303.6156
1943,231038.3846
1944,360837.3148
1945,393107.3214
1946,128811.657
1947,215773.7409
1948,168608.4306
1949,241604.2191
1950,186981.1146
1951,251369.6794
1952,208986.3645
1953,165195.4743
1954,183463.0139
1955,138067.4997
1956,307979.5671
1957,163347.825
1958,287995.3779
1959,153060.2803
1960,115963.9469
1961,128230.1756
1962,98867.34798
1963,110123.3468
1964,103435.5255
1965,150257.3258
1966,134876.6773
1967,280105.1333
1968,432290.3603
1969,372499.5889
1970,443805.6513
1971,500437.1122
1972,381412.6798
1973,261680.2296
1974,336647.114
1975,482381.3822
1976,268104.9277
1977,349133.3499
1978,374423.3429
1979,343566.6104
1980,198230.1489
1981,343784.443
1982,222315.4126
1983,207259.4484
1984,176094.6863
1985,219448.2644
1986,205381.8432
1987,199715.0717
1988,172450.9917
1989,193945.6613
1990,209931.559
1991,234504.56
1992,206103.192
1993,166077.7291
1994,221205.8396
1995,188169.1033
1996,250765.1831
1997,307952.6441
1998,306770.9078
1999,266495.5261
2000,329220.4583
2001,271023.2323
2002,229016.4375
2003,259866.9255
2004,282894.959
2005,207632.902
2006,223955.7064
2007,252248.5113
2008,210232.8097
2009,193460.4805
2010,187186.5736
2011,145622.0023
2012,168279.598
2013,168060.679
2014,173760.3757
2015,192027.1715
2016,191287.0515
2017,185475.9686
2018,130934.1651
2019,141379.5767
2020,110904.3283
2021,104521.3661
2022,180858.0216
2023,137560.5088
2024,268224.5273
2025,368614.3441
2026,175965.1534
2027,164659.6067
2028,165297.2812
2029,170922.7317
2030,274978.1639
2031,229836.454
2032,256378.735
2033,263652.6999
2034,172345.3167
2035,232050.3632
2036,199781.7069
2037,201048.3618
2038,340346.0402
2039,233654.8474
2040,292896.9203
2041,403838.1267
2042,219227.7263
2043,163878.1852
2044,171795.5332
2045,214910.389
2046,156669.7997
2047,136709.092
2048,150302.7665
2049,165161.7059
2050,167216.799
2051,102901.0882
2052,116935.1423
2053,142964.4407
2054,100958.0175
2055,143611.2586
2056,145484.3003
2057,114551.4349
2058,199769.4331
2059,134082.3248
2060,168788.4192
2061,170174.5796
2062,126054.4096
2063,114234.1914
2064,134565.7587
2065,111621.0526
2066,166300.3956
2067,119125.6504
2068,165704.0505
2069,87960.52628
2070,119869.0277
2071,106667.7197
2072,151527.8969
2073,127578.0066
2074,180378.6843
2075,158356.9905
2076,122709.9993
2077,141650.9888
2078,118772.154
2079,135570.7206
2080,122100.3199
2081,126831.8258
2082,123021.6004
2083,142676.5477
2084,117481.6931
2085,125586.1816
2086,114784.8446
2087,123283.7821
2088,101381.7983
2089,85802.36206
2090,129685.4372
2091,107724.4334
2092,117414.5784
2093,116963.7491
2094,112663.8212
2095,143334.7525
2096,84890.46436
2097,104323.3555
2098,144766.5272
2099,61963.66452
2100,75895.60408
2101,107717.4057
2102,129753.8749
2103,102392.6241
2104,145338.295
2105,123036.418
2106,61983.97195
2107,194697.7448
2108,113940.8114
2109,110405.2661
2110,133504.519
2111,141229.2935
2112,142525.5068
2113,117268.7079
2114,123857.3877
2115,161583.7816
2116,122474.8877
2117,155899.5759
2118,129090.3881
2119,120951.0441
2120,123952.1801
2121,90498.12147
2122,116939.4822
2123,84798.50662
2124,155612.8797
2125,126963.3108
